time,price,volume
6/7/15,224.195,4568895.865
6/8/15,226.235,8449089.395
6/9/15,229.25,6336234.935
6/10/15,229.1575,4799148.505
6/11/15,229.4625,4391661.26
6/12/15,230.3025,4723800.74
6/13/15,231.2725,4420749.905
6/14/15,233.4575,3866474.33
6/15/15,235.6475,7535208.21
6/16/15,244.1675,15039563.91
6/17/15,250.1925,15387297.62
6/18/15,247.5575,9749851.625
6/19/15,246.7575,10499709.05
6/20/15,243.61,6260940.03
6/21/15,244.0125,3083075.055
6/22/15,245.83,5880331.79
6/23/15,245.3025,4735449.07
6/24/15,241.97,5731409.82
6/25/15,241.5225,4915829.14
6/26/15,242.285,4574887.215
6/27/15,246.77,6790256.935
6/28/15,249.455,4997782.05
6/29/15,252.8375,11798708.05
6/30/15,261.2975,15369067.54
7/1/15,260.2875,8691867.96
7/2/15,256.72,5802609.595
7/3/15,254.8575,4686274.475
7/4/15,257.6,4267475.85
7/5/15,265.61,6477332.995
7/6/15,270.79,7166601.895
7/7/15,267.46,5573083.045
7/8/15,267.9,6101642.74
7/9/15,268.805,6553368.345
7/10/15,279.38,16685882.09
7/11/15,289.1575,6815738.325
7/12/15,302.3875,18493415.1
7/13/15,297.13,21444054.69
7/14/15,289.86,8848274.07
7/15/15,286.6175,8666863.74
7/16/15,281.0325,17138444.57
7/17/15,277.035,8639737.245
7/18/15,269.86,7706722.12
7/19/15,274.0375,4176334.11
7/20/15,275.3825,6473603.095
7/21/15,277.0025,6858472.78
7/22/15,275.515,5819140.125
7/23/15,276.075,4953148.235
7/24/15,281.99,10584700.6
7/25/15,288.255,6033268.96
7/26/15,290.14,4534521.315
7/27/15,291.4925,10214018.11
7/28/15,293.765,7257746.925
7/29/15,290.92,7394445.15
7/30/15,287.5475,6466736.58
7/31/15,285.0525,7034141.625
